PK_TEMPO;invoice_date;Ano;Mes;Dia
f6ca5a395ef7246e99b2c7cf43aad2070b0a53cc32222d672e8ea30f0261577c;19/06/2017;2017;06;19
dea022d4f2f0e092eaf9f48651f2a4e5126bf11f0df12d5c2ae584d5e039a675;29/05/2018;2018;05;29
6cc642225af1ebaa7e1fc09a9dd52cadee05904a4468bbb47cb920e91ecf2804;05/06/2018;2018;06;05
213f1beaaeb13adeecc21e72df28df9c7b6a7484cfbc4e9a8e3f1040f85f7301;01/08/2018;2018;08;01
4a6c168da89af49429c3f01fd9f3c34901fc2f538dfb251d5091eba02f9f0e3d;03/10/2018;2018;10;03
026462b392880a730b47b41ceb639313e00ecfdc93a03812fa1f56302aaeabf8;13/05/2018;2018;05;13
d26a42abd6a35ac00d66b979ff70efd0d4058bbf1c588a97b0378f820d23bc2f;10/01/2018;2018;01;10
45f1d231f933f4f28817efec64ffeeb8046019f7a1b17bf622a08db8491a452b;18/10/2017;2017;10;18
b176f32554daf05986abf36f72aa349bdba2fa7c0ac7678ddf735fad6251dd78;20/04/2017;2017;04;20
97ed03fc7e5b61f398c4e6ac1e25e6cb57cef54163f612806b1af2f2e4705415;21/05/2018;2018;05;21
631ddfa0659ab533c8f3204afc21f3f568c01627f14cc51aa39b3b5bbacbd1f8;21/06/2018;2018;06;21
23a20b5443c37c6a7c6fb111f7d28c5954adf01900d618b668bfbe02054a5d39;26/02/2017;2017;02;26
e63a856febd83ef49a73486df2a9e1f65ff6a1ebcd3beff63ac60a7d7c4eb688;30/04/2018;2018;04;30
236665567848a07de38f6c566e9e5b50f6f473318a1769af03535aeed633c654;18/06/2017;2017;06;18
55fc4909d6d6c058a85666ad78cabdca1a6c15f154e8567da5594edf6d831686;01/09/2017;2017;09;01
e236c60fc4c8ed8a1349179afe50a2498ce461179f6178d110ff5132a741db2f;01/11/2017;2017;11;01
2bc749bf6e12733523ac1e02e3cbfd689e1e797a39c3c2650d47de6e7118a2ca;17/09/2018;2018;09;17
cf5f0f5ea6e063f40062dd15466891b6a07f0e5d1d276d9f8d67c19d67ef8213;20/07/2017;2017;07;20
24831cf043b68c7e6d24a3a267bd60f5d5b69ce3b671646a069373683165b603;16/01/2019;2019;01;16
0c192271d0f60f51564c04afd4f0fee8dc60f4bc6b1765066ecb0d586047ba79;08/08/2018;2018;08;08
d0f09726e4ba4e30082a3108f3ef4952dbd97acd70652f216259aa082648dd90;17/02/2017;2017;02;17
b0b3cdc1a350099460af3bcfa624f2225ccfaa433e0892abca3e7a3ef8ddb0be;02/12/2018;2018;12;02
677acd2aa7f42480dea0bbfc647471ddb683a008cae87d44f6e6b3ea8d0465fa;19/02/2017;2017;02;19
c2cd1d04c46a5c130661b47a685dd045812b2150978d8f9ce44f1a3d590bb373;05/10/2017;2017;10;05
5d63ae60102fc86335d10c51aa577159a1c6f60b52cacf4ac67a717e960266c9;13/01/2019;2019;01;13
0f6236c6c2a5150108ded51da5e26433ec530ae9341fcd2e8e14382acd34fc65;08/05/2018;2018;05;08
173751af49e84843678e64f70bdc258b5c8eb47e73614855090afb89ebb10521;13/01/2017;2017;01;13
a513665d6c2636104d35ced8ebab83e958f62075ad20822800e6f78ba8fb396e;16/05/2018;2018;05;16
87bd6ddc23c3582425fb709c5ad5d8f7fc47ecce374f6d0749c9b6acaf0e0393;22/07/2018;2018;07;22
39b5fcfe1b86d175af76a0433fc79471201fb8bd57dc3b8f0991514c0b95c267;11/11/2018;2018;11;11
70cc824f5a708a80ed36f7ce5e25472df53799a9bc33f3f03d103357c945da4f;28/04/2017;2017;04;28
7b66bac7d5adb36d43b7cdc9642f437526586fe4bc1e18edbff3ae7dce91db21;15/02/2018;2018;02;15
0b959446d34f575317b72b732540dfebd767c649698086c5d27c2a6f3290597e;06/06/2018;2018;06;06
6e7492755145d1ccb5d73280834aa0d8f2a8442a997cfb1fbab42cb75f905b58;19/12/2018;2018;12;19
2385a781d611d297af74fef48f04694c5cd8eddb2a537aedba67920b46a3ccee;12/12/2018;2018;12;12
4fa0717ee21ec87c7a2c318c42d3a47959b1cf21a7ab02cdc45facf730cd8822;06/11/2018;2018;11;06
a41126d96e70df04cbf8e9ba991a9b10a53cabb0c776d6ac7fd0fc0b0e08ce68;11/12/2018;2018;12;11
3613cfa23487023a2745a0f373874e9ece85efb25fe8f4b249d3514e00613ab3;16/03/2017;2017;03;16
8a9c0778d219ca10e562c8a421a3b2044dc82d3398b5398bafdb220c18a17b1b;21/01/2017;2017;01;21
dbe99d6bf38156b1ec2ea079081c258993559d9caf6c619756dbc92304cba1fa;20/02/2018;2018;02;20
fdc5755ba2a53bcb5acb07e8bdf80f27239268a62d9faac06583883139b9938d;15/05/2018;2018;05;15
e5dca751a000ecb40dc8d15c47158ee5693775577d72f8928f4489038a11bd71;05/07/2017;2017;07;05
8653d6ca154585978ad7545510cd95b3c454212053b3f653a2a0b1e5d3a078fb;20/11/2018;2018;11;20
f67dea14d69996fc0326ddfb57bab4fc4765befb319d45804c5aa77b1b67f2fe;01/12/2017;2017;12;01
23c7183d2e3624ea490caf9dad78ee41a0a4be0d2d5ba7876ad002f41bac3dc7;09/07/2017;2017;07;09
895c31766bf8d1779fc1b596b0c49dbefef87977252f2367224e5fe48fa95e40;14/02/2019;2019;02;14
b490f13d380ef9fca5379fece181c73bd30ba203a0985805b185fbf785d0c583;12/07/2017;2017;07;12
055588221b8dcc414dc46696429f8b5e692fc065c73e97454d3fb89218e945c8;05/02/2019;2019;02;05
299258860fd782a67341f5a2c8f3531bee140821adc0e3338a06d7abdd9b9b2e;23/04/2018;2018;04;23
6ee3ba0138aa02be981ef7eea1f80bb5735bd49de95df99205b38fa303814cda;14/05/2017;2017;05;14
642cd17cfe70fd395c96820a3fe78b58940cad26c61ea6249861a61f2b9145c8;10/06/2017;2017;06;10
987b9651cb2898dc357d91c69ea0eeb8f934b7172b5262cb443655b8db508a1f;16/10/2018;2018;10;16
6065cf22d12940fd5c7756d704c422aadc4b2eb651c76128d60424499ddae79b;08/11/2017;2017;11;08
5dba37d7a960fb42b4d6bb21af1e7351b7d545bc312f6300810f3e14c43ffda0;18/12/2018;2018;12;18
f0b40ca528f8a2fa7f16613310f22ad42179ac0be316c60a52d95913f6126190;10/12/2017;2017;12;10
1351803d71f1415fc2c8926fab8bef7b8603439ef822ca7d811b591a5a39656d;14/05/2018;2018;05;14
c794106b5d56b7b739d11f3578201ad4602b45748ee6bb4043d4388f8ac82b5d;20/12/2017;2017;12;20
6f7d108bcd10f453e66d9d1ed98c214ec4d026266b6359dccbe1bc24354c538f;09/01/2019;2019;01;09
5b3e32d5160eb7399f5000bd155951b34bfbaaaaa473704154aa1ba8bec35233;01/02/2017;2017;02;01
79888fd49e33520f624dda78dc6ddd6aca12bc8f3d50f4b7e6b82c4288615642;01/01/2018;2018;01;01
94ecc596f808a497c62ca8dc23e66b69ddc48448026d546750c3488793c1a3a4;02/01/2018;2018;01;02
53eeb8388b7a14af7f73e8df0275ba90605519aa5a62973757461779c2d134ee;14/07/2018;2018;07;14
ae5194d34ab1c3e57a4eba0e0a6ceb4d7aaaa5df6630fac1dadfd5fe304bef8b;02/08/2017;2017;08;02
f35d3c6afeccbb1cc66887fd3e087e4317acc87a3f77d22f58ae9dce50114f52;18/01/2018;2018;01;18
2fc5ce5e9ea5ca5691cffaf336e33819115a2f16735165da4c67ce68e5d6e157;28/06/2018;2018;06;28
44e20be5655208d0598d89e3780a92d0125cd1eb272c100ebf4ed2ebaa220c50;29/01/2018;2018;01;29
f84d1e1a38992d3bbc2150d823f878eaf70e066e2dca5be2e9d34b8df87fa63d;08/02/2018;2018;02;08
ab758045df8193fb17ef909f71ae6dadf28ea401a8acb0a3ccafca634253e8d3;18/04/2018;2018;04;18
b64d86b572ccb5d460d22a719b06ca0acd73b9db6961508021076fa94a484056;15/07/2018;2018;07;15
d13be936c4ef00b700bb0e440726925950276e1ea0e9ddd39b4a495f9fdb1008;01/01/2019;2019;01;01
0fb26625db4bbea36b61c605d96be510d2a611d5ee453676af0ee1b030e80690;31/01/2018;2018;01;31
166bd41ff6d522f076d340591e259d2d39d6a2da93d927d7617a87ad64976341;08/02/2017;2017;02;08
b8b83e4726e1ec6dd26cce128feb394251c4594bff74e4b1f35c523151bc05ef;18/07/2018;2018;07;18
